frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
4107,1895.0,[1800.5690186385755 1432.5066441219556 2433.09331933437 2065.421059973928],[2077.48974609375 1907.281494140625 2244.4423828125 2014.3297119140625],0.2687700688838959,MBD3569,0.275216249336874
4112,1895.0,[1803.985048061853 1464.8785027125073 2448.617029167646 2112.333243240246],[2093.278564453125 1964.8040771484375 2248.42333984375 2046.3475341796875],0.5656080842018127,NOD3569,0.5246880837463872
4113,1895.0,[1806.3777165064475 1470.8879082691099 2452.830678040428 2124.4058665659322],[2095.031982421875 1969.59375 2251.025390625 2051.0009765625],0.5819802284240723,NDD3569,0.5431848782356486
4117,1895.0,[1813.9082041015213 1484.4807230228757 2470.4524989989727 2141.895844023684],[2099.8779296875 1996.552734375 2276.2666015625 2088.823974609375],0.6153621077537537,MOD3569,0.2725356166984576
4120,1895.0,[1814.9292936680017 1496.6903988883682 2477.632512856608 2152.534482400155],[2102.350341796875 2020.6614990234375 2271.4140625 2105.152587890625],0.6334114074707031,NDD3569,0.7149617044132172
4124,1895.0,[1820.3573927298153 1513.9814023836468 2490.848653051559 2159.2609309627805],[2119.3056640625 2058.33056640625 2285.11328125 2138.875],0.6590126752853394,NBD3569,0.3262456772698406
4461,2086.0,[1540.0431879093658 1049.0791056652643 2078.180288812106 1602.2874660435868],[1753.091064453125 1453.364990234375 1865.388671875 1512.61181640625],0.5521959066390991,VIM5718,0.04669605355398903
4479,2086.0,[1512.3554013424964 1156.6892957019859 2099.454114138366 1783.7970047573062],[1735.3779296875 1617.800537109375 1868.656982421875 1695.029296875],0.5936506390571594,NIA6773,0.8114993361245311
4486,2086.0,[1497.8422959843356 1209.8493437616908 2112.853071831868 1880.6494142412735],[1727.4063720703125 1682.180908203125 1882.5267333984375 1783.64404296875],0.486374169588089,NIM6773,0.36481207597349435
4487,2086.0,[1494.401622262998 1213.8354002221754 2112.769627268146 1886.1087896858926],[1724.76953125 1688.1533203125 1886.264892578125 1802.655029296875],0.31111055612564087,NIM6773,0.7966831493369592
4491,2086.0,[1481.6715601358842 1244.9085099882238 2122.265308733089 1925.2263047565305],[1730.482421875 1756.2396240234375 1889.568115234375 1838.1807861328125],0.5703948736190796,MIM6773,0.4164355929020107
4492,2086.0,[1478.4655988280138 1255.317398073234 2121.715374578479 1939.7062199088477],[1725.897705078125 1765.9193115234375 1885.48876953125 1849.4293212890625],0.6144647002220154,MIH6773,0.6863813590438683
4493,2086.0,[1478.342316072255 1261.8292837850781 2125.7495290443253 1950.372393952965],[1731.379638671875 1782.2647705078125 1885.619873046875 1859.376708984375],0.627108633518219,MIH6773,0.4949402838364511
4496,2086.0,[1478.0132779921964 1282.4962005049233 2136.3738139512634 1979.306656382736],[1723.660888671875 1820.3115234375 1887.044921875 1907.9267578125],0.6342540979385376,MIH6773,0.4989026401918878
4497,2086.0,[1474.4782147556316 1290.6244951673443 2136.523877690778 1990.542488150032],[1725.0604248046875 1838.16943359375 1886.0870361328125 1919.6041259765625],0.6423487663269043,IIH6773,0.23381390961894763
4499,2086.0,[1468.5418978436999 1313.5059255043695 2145.2972743940995 2022.7758510291162],[1722.8939208984375 1864.730224609375 1885.4747314453125 1948.8271484375],0.6302950382232666,MIH6773,0.3294601368366578
4500,2086.0,[1466.0519780690663 1322.7875016040703 2148.1082549919993 2042.3138764608443],[1721.41552734375 1882.61572265625 1885.1220703125 1959.5672607421875],0.6449103951454163,MIH6773,0.5188806542830152
4502,2086.0,[1462.8281139856767 1347.2928356227553 2155.9317833360806 2082.944482342324],[1719.2587890625 1908.52734375 1891.618896484375 1993.95703125],0.6096163988113403,NIH6773,0.8083487512909766
4505,2086.0,[1455.0807969742973 1376.13372487153 2160.0161719372186 2132.682898868718],[1721.0302734375 1957.0491943359375 1891.697021484375 2048.16259765625],0.5920476317405701,IIH6773,0.22939845690172914
