frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
380,250.0,[926.190728100762 562.5634840288225 1354.1740541675763 839.8764146761515],[1015.971435546875 746.013916015625 1091.66552734375 782.2762451171875],0.63055819272995,MET9019,0.34372547767845235
381,250.0,[907.4898695744018 563.4002565351793 1344.3938818085562 845.4083696166724],[1005.4522705078125 752.5506591796875 1072.519287109375 787.9892578125],0.6031475067138672,YEI9017,0.13312501776305669
382,250.0,[895.0841314368492 562.4262242679667 1339.4349561165056 849.7694282961975],[987.8204345703125 756.856201171875 1056.689453125 792.5533447265625],0.577728271484375,KET9115,0.13450824923231508
383,250.0,[877.9131790197523 561.8377006595629 1331.3817552040075 853.9618318771863],[968.2190551757812 756.8593139648438 1048.9560546875 796.3881225585938],0.6209812760353088,NEI9039,0.3694420750520446
384,250.0,[862.8092217972595 560.1099623489483 1324.2905654347683 857.3910701863726],[948.1715698242188 757.541748046875 1034.4765625 796.105224609375],0.603061318397522,REI9019,0.43697187481538285
385,250.0,[846.6794408669044 560.7749532265664 1317.8979856201058 862.416811284073],[935.942138671875 759.3292236328125 1018.131591796875 801.3343505859375],0.6224122643470764,REI9819,0.5838284377046872
412,192.0,[1475.1517015344934 543.8229163418597 1793.473594182336 779.9514639052348],[1570.4365234375 690.21044921875 1625.07470703125 725.880126953125],0.43944352865219116,NED8072,0.015795756116536448
414,192.0,[1460.913574706848 544.6424153422645 1777.7483658114065 784.1149493881608],[1555.223876953125 693.3603515625 1631.621337890625 726.3988037109375],0.5628425478935242,KEV6091,0.18405806607140698
419,192.0,[1437.3902919911006 543.7940737732532 1765.8783615474613 798.7430221776657],[1529.9024658203125 702.7322387695312 1604.57666015625 740.7275390625],0.5727860331535339,NEV4091,0.31113798709489604
420,192.0,[1430.656967300817 543.2813543249689 1762.4528608861724 802.704762478961],[1527.4149169921875 703.6700439453125 1606.8973388671875 741.863037109375],0.5800038576126099,NEV8091,0.2970877505076009
421,192.0,[1423.868238757123 543.5900210337506 1759.798338916693 807.1922455566432],[1521.864013671875 706.1605224609375 1595.5732421875 744.5538940429688],0.547167181968689,GEV0091,0.3212201304201459
424,192.0,[1400.7560163773617 542.7979902238351 1748.6285277602308 815.7457034927579],[1498.071044921875 712.9296264648438 1582.102783203125 751.9478759765625],0.6089536547660828,KEU8091,0.5862460940773386
427,192.0,[1380.6556911173527 541.4617872231696 1742.2300853321638 824.9979209269953],[1479.598388671875 720.2598876953125 1566.9638671875 757.00732421875],0.534193217754364,NEV8091,0.3976374602920475
428,192.0,[1372.0517534340863 541.8650297489285 1736.1643667185915 829.222446192781],[1474.9705810546875 723.694091796875 1554.292236328125 760.5936279296875],0.5639899373054504,NEV8091,0.20305356464515562
431,192.0,[1348.1251562954071 541.5861420565176 1725.592239520312 841.193421713133],[1450.7236328125 729.1280517578125 1535.879638671875 769.58544921875],0.59769606590271,RED0091,0.0837262518151234
433,192.0,[1328.9686813214098 543.436589068474 1718.875924246087 849.2899311184851],[1430.51123046875 735.9854736328125 1523.3717041015625 780.6280517578125],0.6128872632980347,XEU4091,0.6546337878986352
434,192.0,[1319.8882876873067 544.0009645497225 1716.307449038476 854.446753184789],[1421.973876953125 740.169677734375 1510.572021484375 782.6212158203125],0.6144267916679382,NEV8024,0.3223759122367559
